trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN2052F553442:2022-02-04T20:25:18Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2052F553442:2022-02-04T20:25:18Z,18:27:00,18:30:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2052F553442:2022-02-04T20:25:18Z,19:19:00,19:19:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2052F553820:2022-01-31T20:33:42Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2052F553820:2022-01-31T20:33:42Z,18:27:00,18:30:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2052F553820:2022-01-31T20:33:42Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2052F712906:2022-02-02T10:53:24Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2052F712906:2022-02-02T10:53:24Z,18:27:00,18:30:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2052F712906:2022-02-02T10:53:24Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2052F733145:2022-02-04T20:25:18Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2052F733145:2022-02-04T20:25:18Z,18:27:00,18:30:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2052F733145:2022-02-04T20:25:18Z,19:23:00,19:23:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2058F527029:2022-01-26T20:39:16Z,14:48:00,14:48:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2058F527029:2022-01-26T20:39:16Z,16:35:00,16:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2058F555656:2022-01-26T20:39:16Z,14:48:00,14:48:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2058F555656:2022-01-26T20:39:16Z,16:36:00,16:36:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2058F706185:2022-02-02T10:53:24Z,14:48:00,14:48:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2058F706185:2022-02-02T10:53:24Z,16:35:00,16:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F522674:2022-01-31T20:33:42Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F522674:2022-01-31T20:33:42Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F554299:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F554299:2022-01-26T20:39:16Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F569249:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F569249:2022-01-26T20:39:16Z,20:43:00,20:43:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F569250:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F569250:2022-01-26T20:39:16Z,20:43:00,20:43:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F569251:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F569251:2022-01-26T20:39:16Z,20:43:00,20:43:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F638281:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F638281:2022-01-26T20:39:16Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F638452:2022-01-31T20:33:42Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F638452:2022-01-31T20:33:42Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F654202:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F654202:2022-01-26T20:39:16Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2061F568137:2022-01-28T20:47:56Z,17:25:00,17:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F568137:2022-01-28T20:47:56Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F638888:2022-01-28T20:47:56Z,17:25:00,17:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F638888:2022-01-28T20:47:56Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F664378:2022-01-26T20:39:16Z,17:25:00,17:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F664378:2022-01-26T20:39:16Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F664379:2022-02-03T20:24:11Z,17:25:00,17:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F664379:2022-02-03T20:24:11Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F689044:2022-02-03T20:24:11Z,17:25:00,17:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F689044:2022-02-03T20:24:11Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F689046:2022-01-28T20:47:56Z,17:25:00,17:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F689046:2022-01-28T20:47:56Z,19:13:00,19:13:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2062F570918:2022-01-26T20:39:16Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F570918:2022-01-26T20:39:16Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2062F645630:2022-01-26T20:39:16Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F645630:2022-01-26T20:39:16Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2062F647343:2022-02-03T20:24:11Z,17:17:00,17:17:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F647343:2022-02-03T20:24:11Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2064F554056:2022-01-26T20:39:16Z,15:46:00,15:46:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2064F554056:2022-01-26T20:39:16Z,17:36:00,17:36:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2064F643232:2022-02-03T20:24:11Z,15:46:00,15:46:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2064F643232:2022-02-03T20:24:11Z,17:35:00,17:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2064F707506:2022-02-03T20:24:11Z,15:46:00,15:46:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2064F707506:2022-02-03T20:24:11Z,17:35:00,17:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2070F521754:2022-01-26T20:39:16Z,20:47:00,20:47:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2070F521754:2022-01-26T20:39:16Z,22:35:00,22:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2070F554024:2022-01-26T20:39:16Z,20:47:00,20:47:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2070F554024:2022-01-26T20:39:16Z,22:36:00,22:36:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2071F731016:2022-02-03T20:24:11Z,21:55:00,21:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2071F731016:2022-02-03T20:24:11Z,23:41:00,23:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2077F553760:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2077F553760:2022-01-26T20:39:16Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2077F553761:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2077F553761:2022-01-26T20:39:16Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2077F666793:2022-02-03T20:24:11Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2077F666793:2022-02-03T20:24:11Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2077F689047:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2077F689047:2022-01-26T20:39:16Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2077F689048:2022-01-26T20:39:16Z,18:55:00,18:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2077F689048:2022-01-26T20:39:16Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2087F553762:2022-01-26T20:39:16Z,09:02:00,09:02:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2087F553762:2022-01-26T20:39:16Z,09:28:00,09:31:00,StopPoint:OCETGV INOUI-87182014,1,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,09:58:00,10:01:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,10:23:00,10:26:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,10:46:00,10:49:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,11:16:00,11:25:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,13:04:00,13:10:00,StopPoint:OCETGV INOUI-87723197,6,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,13:47:00,13:52:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,14:27:00,14:30:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,14:50:00,14:53:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN2087F553762:2022-01-26T20:39:16Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87751008,10,,1,0,
OCESN2087F553766:2022-01-26T20:39:16Z,09:00:00,09:00:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2087F553766:2022-01-26T20:39:16Z,09:27:00,09:30:00,StopPoint:OCETGV INOUI-87182014,1,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,09:58:00,10:01:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,10:23:00,10:26:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,10:46:00,10:49:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,11:16:00,11:25:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,13:04:00,13:10:00,StopPoint:OCETGV INOUI-87723197,6,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,13:47:00,13:52:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,14:27:00,14:30:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,14:50:00,14:53:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN2087F553766:2022-01-26T20:39:16Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87751008,10,,1,0,
OCESN2087F565296:2022-01-26T20:39:16Z,09:00:00,09:00:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2087F565296:2022-01-26T20:39:16Z,09:27:00,09:30:00,StopPoint:OCETGV INOUI-87182014,1,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,09:58:00,10:01:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,10:23:00,10:26:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,10:46:00,10:49:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,11:16:00,11:25:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,13:04:00,13:10:00,StopPoint:OCETGV INOUI-87723197,6,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,13:47:00,13:52:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,14:27:00,14:30:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,14:50:00,14:53:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN2087F565296:2022-01-26T20:39:16Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87751008,10,,1,0,
OCESN2087F676468:2022-02-04T20:25:18Z,09:03:00,09:03:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2087F676468:2022-02-04T20:25:18Z,09:29:00,09:32:00,StopPoint:OCETGV INOUI-87182014,1,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,09:57:00,10:01:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,10:23:00,10:26:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,10:46:00,10:49:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,11:16:00,11:25:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,13:04:00,13:10:00,StopPoint:OCETGV INOUI-87723197,6,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,13:47:00,13:52:00,StopPoint:OCETGV INOUI-87763029,7,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,14:27:00,14:30:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,14:50:00,14:53:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN2087F676468:2022-02-04T20:25:18Z,15:06:00,15:06:00,StopPoint:OCETGV INOUI-87751008,10,,1,0,
OCESN2088F523266:2022-01-26T20:39:16Z,10:44:00,10:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F523266:2022-01-26T20:39:16Z,12:31:00,12:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2088F553880:2022-01-26T20:39:16Z,10:44:00,10:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F553880:2022-01-26T20:39:16Z,12:31:00,12:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2088F568538:2022-01-26T20:39:16Z,10:44:00,10:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F568538:2022-01-26T20:39:16Z,12:31:00,12:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2088F672813:2022-02-03T20:24:11Z,10:44:00,10:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F672813:2022-02-03T20:24:11Z,12:31:00,12:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2088F672814:2022-02-03T20:24:11Z,10:44:00,10:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F672814:2022-02-03T20:24:11Z,12:31:00,12:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2088F711897:2022-02-02T10:53:24Z,10:44:00,10:44:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2088F711897:2022-02-02T10:53:24Z,12:31:00,12:31:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2091F553770:2022-01-26T20:39:16Z,14:55:00,14:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2091F553770:2022-01-26T20:39:16Z,16:41:00,16:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2091F666795:2022-02-03T20:24:11Z,14:55:00,14:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2091F666795:2022-02-03T20:24:11Z,16:41:00,16:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2091F689093:2022-01-26T20:39:16Z,14:55:00,14:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2091F689093:2022-01-26T20:39:16Z,16:41:00,16:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2094F694036:2022-01-26T20:39:16Z,18:20:00,18:20:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2094F694036:2022-01-26T20:39:16Z,19:29:00,19:32:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2094F694036:2022-01-26T20:39:16Z,20:12:00,20:12:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2096F553503:2022-01-26T20:39:16Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN2096F553503:2022-01-26T20:39:16Z,16:13:00,16:16:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,16:35:00,16:38:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,17:10:00,17:13:00,StopPoint:OCETGV INOUI-87763029,3,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,17:50:00,18:04:00,StopPoint:OCETGV INOUI-87723197,4,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,19:37:00,19:46:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,20:13:00,20:15:00,StopPoint:OCETGV INOUI-87300863,6,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,20:36:00,20:38:00,StopPoint:OCETGV INOUI-87300822,7,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,21:00:00,21:03:00,StopPoint:OCETGV INOUI-87182063,8,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,21:31:00,21:33:00,StopPoint:OCETGV INOUI-87182014,9,,0,0,
OCESN2096F553503:2022-01-26T20:39:16Z,22:01:00,22:01:00,StopPoint:OCETGV INOUI-87212027,10,,1,0,
OCESN2096F553854:2022-01-26T20:39:16Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN2096F553854:2022-01-26T20:39:16Z,16:13:00,16:16:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,16:35:00,16:38:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,17:10:00,17:13:00,StopPoint:OCETGV INOUI-87763029,3,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,17:50:00,18:04:00,StopPoint:OCETGV INOUI-87723197,4,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,19:37:00,19:46:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,20:13:00,20:15:00,StopPoint:OCETGV INOUI-87300863,6,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,20:36:00,20:38:00,StopPoint:OCETGV INOUI-87300822,7,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,21:00:00,21:03:00,StopPoint:OCETGV INOUI-87182063,8,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,21:30:00,21:33:00,StopPoint:OCETGV INOUI-87182014,9,,0,0,
OCESN2096F553854:2022-01-26T20:39:16Z,22:01:00,22:01:00,StopPoint:OCETGV INOUI-87212027,10,,1,0,
OCESN2096F553967:2022-01-26T20:39:16Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN2096F553967:2022-01-26T20:39:16Z,16:13:00,16:16:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,16:35:00,16:38:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,17:10:00,17:13:00,StopPoint:OCETGV INOUI-87763029,3,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,17:50:00,18:04:00,StopPoint:OCETGV INOUI-87723197,4,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,19:37:00,19:46:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,20:13:00,20:15:00,StopPoint:OCETGV INOUI-87300863,6,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,20:36:00,20:38:00,StopPoint:OCETGV INOUI-87300822,7,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,21:00:00,21:03:00,StopPoint:OCETGV INOUI-87182063,8,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,21:31:00,21:33:00,StopPoint:OCETGV INOUI-87182014,9,,0,0,
OCESN2096F553967:2022-01-26T20:39:16Z,22:01:00,22:01:00,StopPoint:OCETGV INOUI-87212027,10,,1,0,
OCESN2096F553968:2022-01-26T20:39:16Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN2096F553968:2022-01-26T20:39:16Z,16:13:00,16:16:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,16:35:00,16:38:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,17:10:00,17:13:00,StopPoint:OCETGV INOUI-87763029,3,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,17:50:00,18:04:00,StopPoint:OCETGV INOUI-87723197,4,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,19:37:00,19:46:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,20:13:00,20:15:00,StopPoint:OCETGV INOUI-87300863,6,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,20:36:00,20:38:00,StopPoint:OCETGV INOUI-87300822,7,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,21:00:00,21:03:00,StopPoint:OCETGV INOUI-87182063,8,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,21:31:00,21:33:00,StopPoint:OCETGV INOUI-87182014,9,,0,0,
OCESN2096F553968:2022-01-26T20:39:16Z,22:01:00,22:01:00,StopPoint:OCETGV INOUI-87212027,10,,1,0,
OCESN2096F572715:2022-01-26T20:39:16Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN2096F572715:2022-01-26T20:39:16Z,16:13:00,16:16:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,16:35:00,16:38:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,17:10:00,17:13:00,StopPoint:OCETGV INOUI-87763029,3,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,17:50:00,18:04:00,StopPoint:OCETGV INOUI-87723197,4,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,19:37:00,19:46:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,20:13:00,20:15:00,StopPoint:OCETGV INOUI-87300863,6,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,20:36:00,20:38:00,StopPoint:OCETGV INOUI-87300822,7,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,21:00:00,21:03:00,StopPoint:OCETGV INOUI-87182063,8,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,21:31:00,21:33:00,StopPoint:OCETGV INOUI-87182014,9,,0,0,
OCESN2096F572715:2022-01-26T20:39:16Z,22:01:00,22:01:00,StopPoint:OCETGV INOUI-87212027,10,,1,0,
OCESN2096F627188:2022-01-26T20:39:16Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN2096F627188:2022-01-26T20:39:16Z,16:13:00,16:16:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,16:35:00,16:38:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,17:10:00,17:13:00,StopPoint:OCETGV INOUI-87763029,3,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,17:50:00,18:04:00,StopPoint:OCETGV INOUI-87723197,4,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,19:37:00,19:46:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,20:13:00,20:15:00,StopPoint:OCETGV INOUI-87300863,6,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,20:36:00,20:38:00,StopPoint:OCETGV INOUI-87300822,7,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,21:00:00,21:03:00,StopPoint:OCETGV INOUI-87182063,8,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,21:31:00,21:33:00,StopPoint:OCETGV INOUI-87182014,9,,0,0,
OCESN2096F627188:2022-01-26T20:39:16Z,22:01:00,22:01:00,StopPoint:OCETGV INOUI-87212027,10,,1,0,
OCESN2096F627189:2022-01-26T20:39:16Z,16:02:00,16:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN2096F627189:2022-01-26T20:39:16Z,16:13:00,16:16:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN2096F627189:2022-01-26T20:39:16Z,16:35:00,16:38:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN2096F627189:2022-01-26T20:39:16Z,17:10:00,17:13:00,StopPoint:OCETGV INOUI-87763029,3,,0,0,
OCESN2096F627189:2022-01-26T20:39:16Z,17:50:00,18:04:00,StopPoint:OCETGV INOUI-87723197,4,,0,0,
OCESN2096F627189:2022-01-26T20:39:16Z,19:37:00,19:46:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN2096F627189:2022-01-26T20:39:16Z,20:13:00,20:15:00,StopPoint:OCETGV INOUI-87300863,6,,0,0,
OCESN2096F627189:2022-01-26T20:39:16Z,20:36:00,20:38:00,StopPoint:OCETGV INOUI-87300822,7,,0,0,
OCESN2096F627189:2022-01-26T20:39:16Z,21:00:00,21:03:00,StopPoint:OCETGV INOUI-87182063,8,,0,0,
