trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN5537F654889:2022-01-26T20:39:16Z,12:26:00,12:26:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN5537F654889:2022-01-26T20:39:16Z,13:29:00,13:36:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,14:28:00,14:34:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,14:58:00,15:03:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,15:28:00,15:36:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,16:04:00,16:20:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,17:18:00,17:21:00,StopPoint:OCETGV INOUI-87725689,6,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,17:56:00,18:06:00,StopPoint:OCETGV INOUI-87723197,7,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,19:08:00,19:11:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,19:30:00,19:33:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,19:45:00,19:57:00,StopPoint:OCETGV INOUI-87751008,10,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,20:41:00,20:46:00,StopPoint:OCETGV INOUI-87755009,11,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,21:24:00,21:27:00,StopPoint:OCETGV INOUI-87755447,12,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,21:41:00,21:44:00,StopPoint:OCETGV INOUI-87757526,13,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,22:06:00,22:10:00,StopPoint:OCETGV INOUI-87757625,14,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,22:18:00,22:21:00,StopPoint:OCETGV INOUI-87757674,15,,0,0,
OCESN5537F654889:2022-01-26T20:39:16Z,22:37:00,22:37:00,StopPoint:OCETGV INOUI-87756056,16,,1,0,
OCESN5537F688676:2022-01-26T20:39:16Z,12:26:00,12:26:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN5537F688676:2022-01-26T20:39:16Z,13:29:00,13:36:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,14:28:00,14:34:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,14:58:00,15:03:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,15:28:00,15:36:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,16:04:00,16:20:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,17:18:00,17:21:00,StopPoint:OCETGV INOUI-87725689,6,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,17:56:00,18:06:00,StopPoint:OCETGV INOUI-87723197,7,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,19:08:00,19:11:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,19:30:00,19:33:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,19:45:00,19:57:00,StopPoint:OCETGV INOUI-87751008,10,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,20:41:00,20:46:00,StopPoint:OCETGV INOUI-87755009,11,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,21:24:00,21:27:00,StopPoint:OCETGV INOUI-87755447,12,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,21:41:00,21:44:00,StopPoint:OCETGV INOUI-87757526,13,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,22:06:00,22:10:00,StopPoint:OCETGV INOUI-87757625,14,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,22:18:00,22:21:00,StopPoint:OCETGV INOUI-87757674,15,,0,0,
OCESN5537F688676:2022-01-26T20:39:16Z,22:37:00,22:37:00,StopPoint:OCETGV INOUI-87756056,16,,1,0,
OCESN5537F689085:2022-01-26T20:39:16Z,12:26:00,12:26:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN5537F689085:2022-01-26T20:39:16Z,13:29:00,13:36:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,14:34:00,14:40:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,15:04:00,15:07:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,15:29:00,15:36:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,16:04:00,16:20:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,17:18:00,17:21:00,StopPoint:OCETGV INOUI-87725689,6,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,17:56:00,18:06:00,StopPoint:OCETGV INOUI-87723197,7,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,19:08:00,19:11:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,19:30:00,19:33:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,19:45:00,19:57:00,StopPoint:OCETGV INOUI-87751008,10,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,20:41:00,20:46:00,StopPoint:OCETGV INOUI-87755009,11,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,21:24:00,21:27:00,StopPoint:OCETGV INOUI-87755447,12,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,21:41:00,21:44:00,StopPoint:OCETGV INOUI-87757526,13,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,22:06:00,22:10:00,StopPoint:OCETGV INOUI-87757625,14,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,22:18:00,22:21:00,StopPoint:OCETGV INOUI-87757674,15,,0,0,
OCESN5537F689085:2022-01-26T20:39:16Z,22:37:00,22:37:00,StopPoint:OCETGV INOUI-87756056,16,,1,0,
OCESN5537F696558:2022-01-26T20:39:16Z,12:26:00,12:26:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN5537F696558:2022-01-26T20:39:16Z,13:29:00,13:36:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,14:34:00,14:39:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,15:03:00,15:06:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,15:28:00,15:36:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,16:04:00,16:20:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,17:18:00,17:21:00,StopPoint:OCETGV INOUI-87725689,6,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,17:56:00,18:06:00,StopPoint:OCETGV INOUI-87723197,7,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,19:08:00,19:11:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,19:30:00,19:33:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,19:45:00,19:57:00,StopPoint:OCETGV INOUI-87751008,10,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,20:41:00,20:46:00,StopPoint:OCETGV INOUI-87755009,11,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,21:24:00,21:27:00,StopPoint:OCETGV INOUI-87755447,12,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,21:41:00,21:44:00,StopPoint:OCETGV INOUI-87757526,13,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,22:06:00,22:10:00,StopPoint:OCETGV INOUI-87757625,14,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,22:18:00,22:21:00,StopPoint:OCETGV INOUI-87757674,15,,0,0,
OCESN5537F696558:2022-01-26T20:39:16Z,22:37:00,22:37:00,StopPoint:OCETGV INOUI-87756056,16,,1,0,
OCESN5537F706765:2022-02-02T10:53:24Z,12:26:00,12:26:00,StopPoint:OCETGV INOUI-87141002,0,,0,1,
OCESN5537F706765:2022-02-02T10:53:24Z,13:29:00,13:36:00,StopPoint:OCETGV INOUI-87212027,1,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,14:28:00,14:34:00,StopPoint:OCETGV INOUI-87182063,2,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,14:58:00,15:03:00,StopPoint:OCETGV INOUI-87300822,3,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,15:28:00,15:36:00,StopPoint:OCETGV INOUI-87300863,4,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,16:04:00,16:20:00,StopPoint:OCETGV INOUI-87713040,5,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,17:18:00,17:21:00,StopPoint:OCETGV INOUI-87725689,6,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,17:56:00,18:06:00,StopPoint:OCETGV INOUI-87723197,7,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,19:08:00,19:11:00,StopPoint:OCETGV INOUI-87318964,8,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,19:30:00,19:33:00,StopPoint:OCETGV INOUI-87319012,9,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,19:45:00,19:57:00,StopPoint:OCETGV INOUI-87751008,10,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,20:41:00,20:46:00,StopPoint:OCETGV INOUI-87755009,11,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,21:24:00,21:27:00,StopPoint:OCETGV INOUI-87755447,12,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,21:41:00,21:44:00,StopPoint:OCETGV INOUI-87757526,13,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,22:06:00,22:10:00,StopPoint:OCETGV INOUI-87757625,14,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,22:18:00,22:21:00,StopPoint:OCETGV INOUI-87757674,15,,0,0,
OCESN5537F706765:2022-02-02T10:53:24Z,22:37:00,22:37:00,StopPoint:OCETGV INOUI-87756056,16,,1,0,
OCESN6002F541697:2022-01-26T20:39:16Z,08:00:00,08:00:00,StopPoint:OCETGV INOUI-87742007,0,,0,1,
OCESN6002F541697:2022-01-26T20:39:16Z,08:14:00,08:18:00,StopPoint:OCETGV INOUI-87742361,1,,0,0,
OCESN6002F541697:2022-01-26T20:39:16Z,08:40:00,08:44:00,StopPoint:OCETGV INOUI-87741306,2,,0,0,
OCESN6002F541697:2022-01-26T20:39:16Z,12:29:00,12:29:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6003F525483:2022-01-26T20:39:16Z,06:34:00,06:34:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6003F525483:2022-01-26T20:39:16Z,10:39:00,10:43:00,StopPoint:OCETGV INOUI-87741306,1,,0,0,
OCESN6003F525483:2022-01-26T20:39:16Z,11:06:00,11:10:00,StopPoint:OCETGV INOUI-87742361,2,,0,0,
OCESN6003F525483:2022-01-26T20:39:16Z,11:28:00,11:28:00,StopPoint:OCETGV INOUI-87742007,3,,1,0,
OCESN6006F541699:2022-01-26T20:39:16Z,09:30:00,09:30:00,StopPoint:OCETGV INOUI-87742007,0,,0,1,
OCESN6006F541699:2022-01-26T20:39:16Z,09:43:00,09:47:00,StopPoint:OCETGV INOUI-87742361,1,,0,0,
OCESN6006F541699:2022-01-26T20:39:16Z,10:08:00,10:12:00,StopPoint:OCETGV INOUI-87741306,2,,0,0,
OCESN6006F541699:2022-01-26T20:39:16Z,13:55:00,13:55:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6007F514533:2022-01-26T20:39:16Z,06:56:00,06:56:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6007F514533:2022-01-26T20:39:16Z,10:53:00,10:57:00,StopPoint:OCETGV INOUI-87741306,1,,0,0,
OCESN6007F514533:2022-01-26T20:39:16Z,11:20:00,11:24:00,StopPoint:OCETGV INOUI-87742361,2,,0,0,
OCESN6007F514533:2022-01-26T20:39:16Z,11:43:00,11:43:00,StopPoint:OCETGV INOUI-87742007,3,,1,0,
OCESN6010F542717:2022-02-02T10:53:24Z,12:19:00,12:19:00,StopPoint:OCETGV INOUI-87742007,0,,0,1,
OCESN6010F542717:2022-02-02T10:53:24Z,12:33:00,12:37:00,StopPoint:OCETGV INOUI-87742361,1,,0,0,
OCESN6010F542717:2022-02-02T10:53:24Z,12:57:00,13:01:00,StopPoint:OCETGV INOUI-87741306,2,,0,0,
OCESN6010F542717:2022-02-02T10:53:24Z,16:42:00,16:42:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6012F542420:2022-01-26T20:39:16Z,14:30:00,14:30:00,StopPoint:OCETGV INOUI-87742007,0,,0,1,
OCESN6012F542420:2022-01-26T20:39:16Z,14:44:00,14:48:00,StopPoint:OCETGV INOUI-87742361,1,,0,0,
OCESN6012F542420:2022-01-26T20:39:16Z,15:09:00,15:13:00,StopPoint:OCETGV INOUI-87741306,2,,0,0,
OCESN6012F542420:2022-01-26T20:39:16Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6015F535096:2022-01-26T20:39:16Z,11:04:00,11:04:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6015F535096:2022-01-26T20:39:16Z,14:56:00,15:00:00,StopPoint:OCETGV INOUI-87741306,1,,0,0,
OCESN6015F535096:2022-01-26T20:39:16Z,15:24:00,15:28:00,StopPoint:OCETGV INOUI-87742361,2,,0,0,
OCESN6015F535096:2022-01-26T20:39:16Z,15:46:00,15:46:00,StopPoint:OCETGV INOUI-87742007,3,,1,0,
OCESN6019F523474:2022-01-26T20:39:16Z,13:00:00,13:00:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6019F523474:2022-01-26T20:39:16Z,16:41:00,16:45:00,StopPoint:OCETGV INOUI-87741306,1,,0,0,
OCESN6019F523474:2022-01-26T20:39:16Z,17:09:00,17:13:00,StopPoint:OCETGV INOUI-87742361,2,,0,0,
OCESN6019F523474:2022-01-26T20:39:16Z,17:31:00,17:31:00,StopPoint:OCETGV INOUI-87742007,3,,1,0,
OCESN602F527284:2022-01-26T20:39:16Z,08:00:00,08:00:00,StopPoint:OCETGV INOUI-87742007,0,,0,1,
OCESN602F527284:2022-01-26T20:39:16Z,08:14:00,08:18:00,StopPoint:OCETGV INOUI-87742361,1,,0,0,
OCESN602F527284:2022-01-26T20:39:16Z,08:28:00,08:33:00,StopPoint:OCETGV INOUI-87742320,2,,0,0,
OCESN602F527284:2022-01-26T20:39:16Z,08:40:00,08:44:00,StopPoint:OCETGV INOUI-87741306,3,,0,0,
OCESN602F527284:2022-01-26T20:39:16Z,12:29:00,12:29:00,StopPoint:OCETGV INOUI-87686006,4,,1,0,
OCESN602F544534:2022-01-26T20:39:16Z,08:00:00,08:00:00,StopPoint:OCETGV INOUI-87742007,0,,0,1,
OCESN602F544534:2022-01-26T20:39:16Z,08:14:00,08:18:00,StopPoint:OCETGV INOUI-87742361,1,,0,0,
OCESN602F544534:2022-01-26T20:39:16Z,08:28:00,08:33:00,StopPoint:OCETGV INOUI-87742320,2,,0,0,
OCESN602F544534:2022-01-26T20:39:16Z,12:29:00,12:29:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6023F514532:2022-01-26T20:39:16Z,13:44:00,13:44:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6023F514532:2022-01-26T20:39:16Z,17:37:00,17:41:00,StopPoint:OCETGV INOUI-87741306,1,,0,0,
OCESN6023F514532:2022-01-26T20:39:16Z,18:06:00,18:10:00,StopPoint:OCETGV INOUI-87742361,2,,0,0,
OCESN6023F514532:2022-01-26T20:39:16Z,18:29:00,18:29:00,StopPoint:OCETGV INOUI-87742007,3,,1,0,
OCESN6024F514530:2022-01-26T20:39:16Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN6024F514530:2022-01-26T20:39:16Z,16:05:00,16:08:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN6024F514530:2022-01-26T20:39:16Z,16:27:00,16:30:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN6024F514530:2022-01-26T20:39:16Z,19:16:00,19:16:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6024F556658:2022-01-26T20:39:16Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN6024F556658:2022-01-26T20:39:16Z,16:05:00,16:08:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN6024F556658:2022-01-26T20:39:16Z,16:27:00,16:30:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN6024F556658:2022-01-26T20:39:16Z,19:16:00,19:16:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6024F645665:2022-02-02T10:53:24Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN6024F645665:2022-02-02T10:53:24Z,16:05:00,16:08:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN6024F645665:2022-02-02T10:53:24Z,16:27:00,16:30:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN6024F645665:2022-02-02T10:53:24Z,19:16:00,19:16:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6024F645666:2022-01-28T20:47:56Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN6024F645666:2022-01-28T20:47:56Z,16:05:00,16:08:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN6024F645666:2022-01-28T20:47:56Z,16:27:00,16:30:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN6024F645666:2022-01-28T20:47:56Z,19:16:00,19:16:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6024F710079:2022-02-02T10:53:24Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN6024F710079:2022-02-02T10:53:24Z,16:05:00,16:08:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN6024F710079:2022-02-02T10:53:24Z,16:27:00,16:30:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN6024F710079:2022-02-02T10:53:24Z,19:16:00,19:16:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6026F721749:2022-02-02T10:53:24Z,12:02:00,12:02:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN6026F721749:2022-02-02T10:53:24Z,12:15:00,12:18:00,StopPoint:OCETGV INOUI-87319012,1,,0,0,
OCESN6026F721749:2022-02-02T10:53:24Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN6026F721749:2022-02-02T10:53:24Z,15:21:00,15:21:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6027F514521:2022-01-26T20:39:16Z,15:43:00,15:43:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6027F514521:2022-01-26T20:39:16Z,19:41:00,19:45:00,StopPoint:OCETGV INOUI-87741306,1,,0,0,
OCESN6027F514521:2022-01-26T20:39:16Z,20:14:00,20:18:00,StopPoint:OCETGV INOUI-87742361,2,,0,0,
OCESN6027F514521:2022-01-26T20:39:16Z,20:36:00,20:36:00,StopPoint:OCETGV INOUI-87742007,3,,1,0,
OCESN603F514519:2022-01-26T20:39:16Z,06:34:00,06:34:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN603F514519:2022-01-26T20:39:16Z,10:39:00,10:43:00,StopPoint:OCETGV INOUI-87741306,1,,0,0,
OCESN603F514519:2022-01-26T20:39:16Z,10:51:00,10:56:00,StopPoint:OCETGV INOUI-87742320,2,,0,0,
OCESN603F514519:2022-01-26T20:39:16Z,11:06:00,11:10:00,StopPoint:OCETGV INOUI-87742361,3,,0,0,
OCESN603F514519:2022-01-26T20:39:16Z,11:28:00,11:28:00,StopPoint:OCETGV INOUI-87742007,4,,1,0,
OCESN6030F579903:2022-01-26T20:39:16Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6030F579903:2022-01-26T20:39:16Z,09:45:00,09:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6030F579903:2022-01-26T20:39:16Z,10:31:00,10:34:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6030F579903:2022-01-26T20:39:16Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6030F645699:2022-01-28T20:47:56Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6030F645699:2022-01-28T20:47:56Z,09:45:00,09:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6030F645699:2022-01-28T20:47:56Z,10:32:00,10:35:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6030F645699:2022-01-28T20:47:56Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6030F666737:2022-01-26T20:39:16Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6030F666737:2022-01-26T20:39:16Z,09:45:00,09:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6030F666737:2022-01-26T20:39:16Z,10:31:00,10:34:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6030F666737:2022-01-26T20:39:16Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6030F710634:2022-02-02T10:53:24Z,09:18:00,09:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6030F710634:2022-02-02T10:53:24Z,09:45:00,09:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6030F710634:2022-02-02T10:53:24Z,10:32:00,10:35:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6030F710634:2022-02-02T10:53:24Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6031F680673:2022-02-02T20:24:50Z,08:12:00,08:12:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6031F680673:2022-02-02T20:24:50Z,10:24:00,10:27:00,StopPoint:OCETGV INOUI-87763029,1,,0,0,
OCESN6031F680673:2022-02-02T20:24:50Z,11:10:00,11:14:00,StopPoint:OCETGV INOUI-87775007,2,,0,0,
OCESN6031F680673:2022-02-02T20:24:50Z,11:42:00,11:42:00,StopPoint:OCETGV INOUI-87773002,3,,1,0,
OCESN6033F580197:2022-01-26T20:39:16Z,10:10:00,10:10:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6033F580197:2022-01-26T20:39:16Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87763029,1,,0,0,
OCESN6033F580197:2022-01-26T20:39:16Z,13:10:00,13:14:00,StopPoint:OCETGV INOUI-87775007,2,,0,0,
OCESN6033F580197:2022-01-26T20:39:16Z,13:41:00,13:41:00,StopPoint:OCETGV INOUI-87773002,3,,1,0,
OCESN6033F708445:2022-02-02T10:53:24Z,10:14:00,10:14:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6033F708445:2022-02-02T10:53:24Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87763029,1,,0,0,
OCESN6033F708445:2022-02-02T10:53:24Z,13:10:00,13:14:00,StopPoint:OCETGV INOUI-87775007,2,,0,0,
OCESN6033F708445:2022-02-02T10:53:24Z,13:41:00,13:41:00,StopPoint:OCETGV INOUI-87773002,3,,1,0,
OCESN6033F708446:2022-02-02T10:53:24Z,10:14:00,10:14:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6033F708446:2022-02-02T10:53:24Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87763029,1,,0,0,
OCESN6033F708446:2022-02-02T10:53:24Z,13:10:00,13:14:00,StopPoint:OCETGV INOUI-87775007,2,,0,0,
OCESN6033F708446:2022-02-02T10:53:24Z,13:41:00,13:41:00,StopPoint:OCETGV INOUI-87773002,3,,1,0,
OCESN6034F500579:2022-01-26T20:39:16Z,15:18:00,15:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6034F500579:2022-01-26T20:39:16Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6034F500579:2022-01-26T20:39:16Z,16:32:00,16:35:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6034F500579:2022-01-26T20:39:16Z,18:48:00,18:48:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6034F535806:2022-01-26T20:39:16Z,15:18:00,15:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6034F535806:2022-01-26T20:39:16Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6034F535806:2022-01-26T20:39:16Z,16:32:00,16:35:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6034F535806:2022-01-26T20:39:16Z,18:48:00,18:48:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6034F709414:2022-02-02T10:53:24Z,15:18:00,15:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6034F709414:2022-02-02T10:53:24Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6034F709414:2022-02-02T10:53:24Z,16:32:00,16:35:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6034F709414:2022-02-02T10:53:24Z,18:46:00,18:46:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6034F709415:2022-02-02T10:53:24Z,15:18:00,15:18:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN6034F709415:2022-02-02T10:53:24Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN6034F709415:2022-02-02T10:53:24Z,16:32:00,16:35:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN6034F709415:2022-02-02T10:53:24Z,18:46:00,18:46:00,StopPoint:OCETGV INOUI-87686006,3,,1,0,
OCESN6035F565801:2022-01-28T20:47:56Z,15:12:00,15:12:00,StopPoint:OCETGV INOUI-87686006,0,,0,1,
OCESN6035F565801:2022-01-28T20:47:56Z,17:24:00,17:27:00,StopPoint:OCETGV INOUI-87763029,1,,0,0,
OCESN6035F565801:2022-01-28T20:47:56Z,18:12:00,18:15:00,StopPoint:OCETGV INOUI-87775007,2,,0,0,
